report_month,vp,loan_number,fund_date,state,product_bucket_group,purpose,loan_amount,revenue_total_loan_level,expense_total_loan_level,los_revenue_amt,gl_fee_income_amt,gl_gos_amt,gl_oi_amt,gl_exception_amt,los_exception_amt,llr_amt,corporate_allocation_amt,source_row_count_under_loan_key
2025-01-01,Betty Wright,1502584552,2025-01-08,NJ,Conventional,Purchase,475000,450.9415,-113.2105,220.1,28.2415,143,90,-15.2,-15.2,-3,-110.2105,2
2025-01-01,Paul Rodriguez,6939644544,2025-01-08,TX,Conventional,Purchase,176225,716.1852,-300.0635,276.6,92.7854,186.7998,160,,0,-3.0001,-297.0634,1
2025-01-01,Joseph Hill,7573035165,2025-01-08,IL,Conventional,Purchase,110000,742.1082,-478.9091,308.4,99.2082,190.3,101,21.6,21.6,-3,-475.9091,9
2025-01-01,Matthew Moore,3343397897,2025-01-08,NY,Conventional,Purchase,750000,461.3781,-72.8,212.5,19.0781,120.5,74.7,17.3,17.3,-3,-69.8,5
2025-01-01,Barbara Martinez,9629766764,2025-01-02,TN,Government,Purchase,293681,535.3665,-181.2545,207.2,-3.433,219.9999,100,5.7998,5.7998,-2.9999,-178.2546,11
2025-01-01,Jessica Sanchez,8811567500,2025-01-02,NH,Conventional,Purchase,372400,503.1389,-143.5747,221.3,40.8389,165,66,5,5,-3,-140.5747,10
2025-01-01,Thomas Johnson,4582918644,2025-01-02,IN,Conventional,Purchase,287280,224.9915,-185.2263,-65.4,36.3913,182.0001,72.0001,,0,-2.9999,-182.2264,6
2025-01-01,Joshua Hernandez,2762730588,2025-01-02,NC,Government,Purchase,399000,628.689,-134.203,300.6,-4.111,227,102,1.6,1.6,-3,-131.203,8
2025-01-01,Ashley Johnson,8465671198,2025-01-02,TN,Government,Purchase,257058,571.6293,-206.6506,201.2,41.5296,271.4998,160.0001,-51.3001,-51.3001,-3.0001,-203.6505,6
2025-01-01,Margaret Clark,4571111155,2025-01-02,CO,Conventional,Purchase,958500,272.647,-57.6166,132.9,16.1472,114,28.2,-9.3001,-9.3001,-3,-54.6166,5
2025-01-01,Sandra Martinez,411036986,2025-01-02,WI,Conventional,NoCash-Out Refinance,504000,472.0548,-106.869,241.3,-8.8452,156,89,-2.7,-2.7,-3,-103.869,3
2025-01-01,Anthony Williams,4320356659,2025-01-02,CA,Conventional,Purchase,215000,586.7177,-246.4884,273.5,36.0177,186.4,88,1.4,1.4,-3,-243.4884,11
2025-01-01,Sandra Allen,2584601377,2025-01-02,IL,Conventional,Purchase,295850,628.3666,-179.948,271.6,53.7664,183.0002,120,,0,-3.0002,-176.9478,7
2025-01-01,Betty Thomas,4111966648,2025-01-02,IL,Jumbo,Purchase,2340000,181.2204,-25.3718,91.5,2.4204,69.1,25.6,-3.7,-3.7,-3,-22.3718,8
2025-01-01,Elizabeth Jackson,6139077673,2025-01-02,IN,Jumbo,Purchase,460000,316.1965,-116.8043,180.5,15.8965,84,157.2,-60.7,-60.7,-3,-113.8043,5
2025-01-01,Richard Allen,6714890305,2025-01-02,NJ,Conventional,Purchase,261250,510.9707,-203.383,242.7,42.8701,169.0002,75.0002,-9.2999,-9.2999,-3.0002,-200.3828,14
2025-01-01,Linda King,4087226622,2025-01-02,ME,Conventional,Purchase,100000,432.621,-526.5,175,122.621,110,105,-40,-40,-3,-523.5,28
2025-01-01,Linda Walker,6909163891,2025-01-13,SC,Conventional,Purchase,462064,387.6953,-50.5259,122,14.295,51.0001,220,-9.7999,-9.7999,-3,-47.5259,11
2025-01-01,Linda Walker,9221377226,2025-01-13,SC,Conventional,Purchase,289990,225.1356,-78.7268,145.8,51.3352,89,170,-115.4998,-115.4998,-3.0001,-75.7267,6
2025-01-01,Andrew Williams,5836112754,2025-01-13,TX,Government,Purchase,115893,813.4133,-192.4853,354.9,116.3133,172,200,-14.9,-14.9,-3.0002,-189.4851,2
2025-01-01,William Thompson,3768878562,2025-01-13,TX,Conventional,Purchase,61200,564.601,-361.8235,131.9,200.5016,124,300,-95.9003,-95.9003,-3,-358.8235,2
2025-01-01,James Sanchez,5846612991,2025-01-13,VA,Jumbo,NoCash-Out Refinance,1347800,218.1058,-19.2932,129.2,7.2058,-18.5,89,5.6,5.6,-3,-16.2932,2
2025-01-01,Elizabeth Sanchez,2959906645,2025-01-13,GA,Government,Purchase,298493,774.0045,-76.5697,373.8,18.1043,199.5002,200,-8.7,-8.7,-3.0001,-73.5696,2
2025-01-01,Thomas Nguyen,8551404601,2025-01-13,NC,Government,Purchase,290106,624.1283,-78.6964,296.8,-2.1716,149.4998,180.0001,,0,-2.9999,-75.6965,1
2025-01-01,Sarah Martin,9242283325,2025-01-13,NV,Conventional,Cash-Out Refinance,198000,771.2859,-107.2222,264.4,74.8859,432,,,0,-5,-102.2222,4
2025-01-01,Nancy Sanchez,6941313818,2025-01-13,NV,Conventional,Purchase,391400,334.9355,-56.7118,98.6,37.6354,400,,-201.2999,0,-5,-51.7118,5
2025-01-01,Joseph Anderson,6422254026,2025-01-13,NV,Conventional,Cash-Out Refinance,541600,613.375,-42.3708,195.8,16.575,450,,-49.5,0.5,-5,-37.3708,4
2025-01-01,Anthony White,8030505280,2025-01-13,NJ,Conventional,Purchase,352000,545.8781,-62.5,205.1,41.0781,313,,-10.6,-2.7,-5,-57.5,9
2025-01-01,Thomas Garcia,4047963793,2025-01-13,IL,Conventional,Purchase,260930,623.9963,-82.5689,263.5,65.4965,294.9998,,,0,-5.0002,-77.5687,2
2025-01-01,Anthony Jones,7660704440,2025-01-13,OR,Conventional,Purchase,806500,665.2029,-30.0961,313.3,18.1029,335,,-0.6,-0.6,-5,-25.0961,5
2025-01-01,Elizabeth Walker,7342057603,2025-01-13,OH,Government,Cash-Out Refinance,230362,919.9084,-92.8617,253.7,48.7086,617.4998,,,0,-5,-87.8617,4
2025-01-01,William Wright,208184087,2025-01-13,FL,Conventional,Cash-Out Refinance,63330,502.0701,-3.0002,,52.0701,450,,,,-3.0002,,1
2025-01-01,Jessica Thomas,3804168108,2025-01-13,NJ,Conventional,Purchase,535500,426.7923,-100.7591,199.1,19.7924,126,80.2999,0.8,0.8,-3,-97.7591,8
2025-01-01,Steven Martinez,9691788159,2025-01-13,IL,Conventional,Purchase,69600,772.8368,-755.1552,286.9,209.5374,193,90,-3.3003,-3.3003,-3,-752.1552,1
2025-01-01,Margaret Garcia,6174761959,2025-01-03,NJ,Conventional,Purchase,512000,430.4738,-105.2461,223.6,20.8738,121,62,1.5,1.5,-3,-102.2461,4
2025-01-01,Patricia Rodriguez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Andrew Thompson,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Donna Brown,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Paul Robinson,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Sarah Scott,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Donna Nguyen,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Linda Flores,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Anthony Davis,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Mark Gonzalez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Richard Johnson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Michael Martinez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,James Davis,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Susan Martinez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Michelle Gonzalez,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Kimberly Davis,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Daniel Wright,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Jennifer Young,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Joseph Wright,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Elizabeth Brown,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Lisa Clark,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Linda Jones,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Joseph Smith,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Karen Clark,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Susan Hernandez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Donna Robinson,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,John Sanchez,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Robert Thomas,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Nancy Torres,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Linda Thomas,3836357087,,,,,,0,0,,,,,,,,,1
2025-01-01,Barbara Garcia,3836357087,,,,,,0,0,,,,,,,,,5
2025-01-01,Donna Garcia,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Sandra Scott,3836357087,,,,,,0,0,,,,,,,,,2
2025-01-01,Matthew Moore,3406319708,2025-01-03,NY,Conventional,Purchase,484100,487.3819,-111.1388,217.2,25.7819,111,79,27.2,27.2,-3,-108.1388,9
2025-01-01,Sandra Allen,6221933548,2025-01-03,IL,Conventional,Purchase,329703,601.1559,-161.7793,276.9,39.1559,168,120.0001,-0.5001,-2.4,-3,-158.7793,12
2025-01-01,Nancy Sanchez,2032643291,2025-01-03,WI,Conventional,Purchase,489300,335.5332,-104.3489,173.1,30.2334,148,66,-40.9001,-40.9001,-3,-101.3489,11
2025-01-01,Lisa Hernandez,5733909403,2025-01-03,MI,Government,Purchase,143256,721.9953,-368.4299,342.8,36.596,253.9998,89.0001,-0.2003,-0.2003,-3.0002,-365.4297,10
2025-01-01,Mark Walker,9582071071,2025-01-03,TX,Conventional,Purchase,375000,292.9885,-142.6,28.4,39.3885,140,105,-9.9,-9.9,-3,-139.6,7
2025-01-01,Margaret Allen,2266401279,2025-01-03,OH,Conventional,Purchase,457600,440.8468,-117.4012,223.6,-14.0535,161,78.1001,-3.8999,-3.8999,-3,-114.4012,18
2025-01-01,Joshua Perez,1555471204,2025-01-03,PA,Conventional,Purchase,212500,633.5412,-249.3529,240,80.5412,193,120,,0,-3,-246.3529,6
2025-01-01,Michael Flores,9053844265,2025-01-03,MN,Conventional,Purchase,348000,667.0273,-153.431,303,46.0273,155,113,25,25,-3,-150.431,4
2025-01-01,Christopher Robinson,1283898031,2025-01-03,NJ,Jumbo,Purchase,364000,367.8569,-146.8187,48.2,19.6569,129,167.4,1.8,1.8,-3,-143.8187,6
2025-01-01,Emily Taylor,4532614667,2025-01-03,CA,Jumbo,Purchase,3500000,404.4988,-17.9571,180.1,2.5988,106.9,31.5,41.7,41.7,-3,-14.9571,4
2025-01-01,Richard Martinez,5119393502,2025-01-03,NJ,Conventional,Purchase,760000,414.8949,-68.25,201.8,12.1949,152.5,47.4,0.5,0.5,-3,-65.25,5
2025-01-01,Mark Walker,6543164527,2025-01-03,TX,Conventional,Purchase,284050,590.8336,-187.2987,259.9,51.1336,163.0002,104.9998,5.9,5.9,-3.0002,-184.2985,2
2025-01-01,Patricia Allen,6125512541,2025-01-03,IL,Conventional,Purchase,171000,689.2866,-293,287.4,93.0866,191,75,21.4,21.4,-3,-290,5
2025-01-01,Daniel Perez,2039599840,2025-01-03,TX,Jumbo,Purchase,256000,481.1934,-196.7109,228,32.8934,94.5,141.2,-7.7,-7.7,-3,-193.7109,3
2025-01-01,Joseph Thomas,7574309093,2025-01-13,NY,Conventional,Purchase,236252,564.5263,-224.5856,188,57.3265,147.7998,250,-39.3,-39.3,-3.0002,-221.5854,3
2025-01-01,Linda Hernandez,7858922607,2025-01-13,WV,Government,Purchase,162291,650.7124,-325.5689,288.9,64.2118,178,225.0002,-52.6998,-52.6998,-3.0002,-322.5687,3
2025-01-01,Donald Wright,1796471997,2025-01-13,TN,Conventional,Purchase,355000,597.4735,-150.4648,213.8,33.6735,150,200,,0,-3,-147.4648,3
2025-01-01,Betty Hill,1234407563,2025-01-13,TX,Conventional,Purchase,361250,916.7779,-147.9136,276.9,25.2778,115.0001,350,74.8,74.8,-3.0001,-144.9135,2
2025-01-01,Andrew King,2083573741,2025-01-13,GA,Conventional,Purchase,10000,-1924.03,-3,0,-284.03,,,,-1640,-3,,2
2025-01-01,Joseph Thomas,9424693656,2025-01-13,OH,Conventional,Purchase,315250,597.5406,-169.0589,250,29.3408,100,250,-15.9001,-15.9001,-3.0002,-166.0587,2
2025-01-01,Kimberly Miller,2073305498,2025-01-13,TX,Government,Purchase,294074,981.1286,-181.0163,435,42.9287,165,340.0001,-0.9001,-0.9001,-2.9999,-178.0164,4
2025-01-01,Jennifer Flores,5705265132,2025-01-13,IL,Conventional,Cash-Out Refinance,140000,658.8314,-376.9286,227.9,115.3314,145,150,10.3,10.3,-3,-373.9286,5
2025-01-01,Ashley Hernandez,7148473527,2025-01-13,FL,Conventional,Purchase,565250,533.5672,-95.614,80.3,20.0671,122.8,235.0001,37.7,37.7,-3.0001,-92.6139,6
2025-01-01,Mark Young,6614931421,2025-01-13,GA,Government,Purchase,314204,435.1617,-169.6115,201.1,20.5618,125.9001,150,-31.2001,-31.2001,-3,-166.6115,4
2025-01-01,Kimberly Smith,6607822278,2025-01-13,IL,Conventional,Purchase,380000,693.7066,-140.7632,330.6,30.6066,138.7,190,1.9,1.9,-3,-137.7632,5
2025-01-01,Charles Allen,3668778202,2025-01-13,VA,Government,Purchase,662287,421.773,-82.0444,206.5,-1.3271,165.0001,30,10.8,10.8,-3.0001,-79.0443,3
2025-01-01,Joseph Thomas,121239939,2025-01-13,OH,Conventional,Purchase,16250,-1151.6492,-3.0031,0,-142.4492,,,,-1009.2,-3.0031,,4
2025-01-01,Nancy Wilson,6365191961,2025-01-13,WI,Conventional,Cash-Out Refinance,530000,332.6647,-101.7736,129.7,29.9647,120,65,-6,-6,-3,-98.7736,5
2025-01-01,Andrew Moore,5152885966,2025-01-13,IL,Government,Cash-Out Refinance,155677,517.4061,-339.273,382,-330.0937,214.4999,250.0003,0.4998,0.4998,-2.9998,-336.2732,15
2025-01-01,Mark Torres,3658282614,2025-01-13,CT,Government,Purchase,441849,732.3219,-121.4793,355,25.322,178,259.9999,-43,-43,-2.9999,-118.4794,8
2025-01-01,Karen Martin,9020011957,2025-01-13,CO,Government,Purchase,393277,530.492,-136.1122,184.4,-7.7078,100,265,-5.6001,-5.6001,-2.9999,-133.1123,17
2025-01-01,Emily Ramirez,2514647036,2025-01-13,CA,Conventional,Purchase,748840,300.6362,-72.9081,133.3,15.6362,51.7,150,-25,-25,-3,-69.9081,11
2025-01-01,Sandra Wright,1174917652,2025-01-13,FL,Government,Purchase,215050,733.527,-246.432,355.6,57.927,170,250,-50,-50,-3.0002,-243.4318,3
2025-01-01,Mark Wright,6198244488,2025-01-13,MS,Conventional,Purchase,143550,332.6292,-367.6816,73.7,93.9289,115.0003,150,-50,-50,-3.0003,-364.6813,4
2025-01-01,Emily White,9946878220,2025-01-03,MA,Conventional,Purchase,260000,672.1569,-204.3462,245,57.1569,145,225,,0,-3,-201.3462,2
2025-01-01,Ashley Miller,4642531834,2025-01-03,NC,Conventional,Purchase,598500,530.2057,-90.4687,262.8,26.8057,120,165,-22.2,-22.2,-3,-87.4687,3
2025-01-01,Susan Ramirez,5172305682,2025-01-03,OH,Conventional,Purchase,210000,704.6119,-252.2857,296.2,71.0119,115,140,41.2,41.2,-3,-249.2857,1
2025-01-01,Susan Walker,5381890240,2025-01-03,IL,Conventional,Purchase,272000,564.1544,-195.4632,226.4,80.9544,147.8,150,-20.5,-20.5,-3,-192.4632,1
2025-01-01,Anthony Lewis,5338522700,2025-01-03,IL,Conventional,Purchase,145112,869.2712,-363.7556,388.4,89.0712,144.9997,240.0001,3.4001,3.4001,-2.9998,-360.7558,2
2025-01-01,Paul Jackson,98433277,2025-01-03,TX,Conventional,Purchase,368000,553.8228,-145.2554,233.9,37.1228,145,240,-51.1,-51.1,-3,-142.2554,4
2025-01-01,Ashley Robinson,4510246081,2025-01-03,TX,Conventional,Purchase,768400,452.3196,-71.1286,142.3,14.2194,110,240,-27.0999,-27.0999,-3,-68.1286,3
2025-01-01,Susan Ramirez,6278907700,2025-01-03,OH,Conventional,Purchase,192000,438.3969,-275.6563,160.5,66.9969,130.1,80,0.4,0.4,-3,-272.6563,2
2025-01-01,Joseph Thompson,1300086317,2025-01-03,WI,Conventional,Purchase,310000,484.9274,-171.871,217.7,41.8274,145,65,7.7,7.7,-3,-168.871,4
2025-01-01,Linda Hernandez,715346850,2025-01-03,WV,Conventional,Purchase,5100,-3794.2941,-3,0,-445.2941,,,,-3349,-3,,4
2025-01-01,John Lee,8051312400,2025-01-03,WA,Government,Purchase,461945,656.4663,-116.3251,281.5,7.9665,160,307,-50.0001,-50.0001,-2.9999,-113.3252,8
2025-01-01,Andrew Rodriguez,7077189859,2025-01-07,OH,Conventional,Cash-Out Refinance,24754.51,4161.4244,-2117.7677,1318.9,-94.2253,1118.8991,1817.8506,,,-3.0015,-2114.7662,7
2025-01-01,Jessica Torres,2747378643,2025-01-07,PA,Conventional,Purchase,612000,338.2825,-40.8758,164.8,-15.7175,75,104.6,4.8,4.8,-3,-37.8758,4
2025-01-01,Charles Thomas,3519297527,2025-01-07,NY,Conventional,Purchase,450000,211.52,-54.5111,-12.9,34.22,-15,135.8,34.7,34.7,-3,-51.5111,11
2025-01-01,Betty Rodriguez,839773499,2025-01-07,VA,Conventional,Purchase,425250,384.5259,-57.5092,196.2,-11.5741,15.0001,177.5001,3.6999,3.6999,-3.0001,-54.5091,7
2025-01-01,Richard Thompson,8972107876,2025-01-07,FL,Conventional,Purchase,637500,187.3067,-39.3608,107.1,12.7068,15,100.4999,-24,-24,-3,-36.3608,4
2025-01-01,Robert King,7693495157,2025-01-07,NC,Government,Purchase,392755,357.077,-62.0191,134.7,-16.6228,50.0001,188.3999,0.2999,0.2999,-3.0001,-59.019,7
2025-01-01,Michelle Torres,6854965988,2025-01-06,IL,Conventional,NoCash-Out Refinance,407000,435.5467,-131.6241,223.3,-9.9533,155,105,-18.9,-18.9,-3,-128.6241,25
2025-01-01,Barbara Hernandez,9904457909,2025-01-06,IA,Government,Purchase,149826,637.8963,-352.4054,327.4,70.5959,271.5003,119.9999,-75.7999,-75.7999,-3.0001,-349.4053,6
2025-01-01,Sarah Thomas,6340232881,2025-01-06,OK,Government,Purchase,59247,552.9117,-886.5883,280,-15.5873,181.4995,89.9995,8.5,8.5,-2.9993,-883.589,15
2025-01-01,Jessica Scott,4684245274,2025-01-06,NJ,Conventional,Purchase,587500,527.2431,-92.1064,324.2,22.8431,124,56.2,,0,-3,-89.1064,6
2025-01-01,Joseph Rodriguez,3035568956,2025-01-06,WA,Government,Purchase,431980,583.9836,-124.1861,185,12.0834,234.5,150,1.2001,1.2001,-2.9999,-121.1862,8
2025-01-01,Paul Miller,9604410043,2025-01-06,CA,Conventional,Purchase,440000,378.1327,-121.9773,116.6,28.5327,131,102,,0,-3,-118.9773,7
2025-01-01,Donald Perez,8699560413,2025-01-06,VA,Conventional,Purchase,524000,438.1471,-102.9046,208.9,29.1471,122.5,77,0.3,0.3,-3,-99.9046,11
2025-01-01,Michelle Torres,839649885,2025-01-06,ID,Conventional,Purchase,764900,350.7469,-71.4403,170.8,-2.2534,87.5001,71.9,11.4001,11.4001,-3,-68.4403,24
2025-01-01,Anthony Lee,2293435840,2025-01-06,MA,Jumbo,Purchase,700000,392.1807,-77.7857,206.4,11.8807,119,119.9,-32.5,-32.5,-3,-74.7857,12
2025-01-01,Linda King,7131814839,2025-01-06,MA,Conventional,Purchase,350000,546.7449,-152.5714,243.5,42.2449,155,105,0.5,0.5,-3,-149.5714,6
2025-01-01,Sarah Thomas,6640729387,2025-01-07,SC,Conventional,Purchase,207783,982.0121,-254.9453,444.5,67.9122,188.6001,250.0002,15.4998,15.4998,-2.9998,-251.9455,14
2025-01-01,Emily Walker,3477703560,2025-01-07,IL,Conventional,Purchase,425000,440.5711,-126.1765,203.2,34.5711,168,38.8,-2,-2,-3,-123.1765,14
2025-01-01,Emily Perez,2015600920,2025-01-07,AZ,Conventional,Cash-Out Refinance,55000,167.3327,-3,,-0.5509,,167.8836,,,-3,,3
2025-01-01,Donald Scott,2073136395,2025-01-07,OH,Conventional,Purchase,430000,699.7495,-121.7442,234.2,31.1495,150,84,100.2,100.2,,-121.7442,19
2025-01-01,Elizabeth Taylor,2589725763,2025-01-07,NC,Conventional,Cash-Out Refinance,165000,363.6043,-321.0909,175,-34.123,,222.7273,,,-3.8182,-317.2727,7
2025-01-01,Michelle Torres,7257534786,2025-01-07,IL,Jumbo,Purchase,960000,321.8889,-57.5313,155.1,9.9889,49,104.2,1.8,1.8,-3,-54.5313,42
2025-01-01,Richard Jackson,7850035571,2025-01-07,CA,Conventional,Cash-Out Refinance,154800,157.3837,-3,,-0.1292,,157.5129,,,-3,,4
2025-01-01,Elizabeth Thomas,3326398827,2025-01-07,MI,Government,Purchase,117077,578.9726,-450.1413,169.9,93.9732,191.9002,124.9998,-0.9003,-0.9003,-2.9997,-447.1416,6
2025-01-01,Richard Sanchez,4630176630,2025-01-07,IL,Conventional,Purchase,67000,83.2836,-3,,-0.2985,,83.5821,,,-3,,1
2025-01-01,Kimberly Young,4832260779,2025-01-07,IL,Conventional,Purchase,259000,661.2456,-202.1236,307.3,49.3456,179,131,-2.7,-2.7,,-202.1236,10
2025-01-01,Joseph Harris,7314355708,2025-01-07,IL,Government,Purchase,358388,656.1979,-149.0708,306.7,32.998,231.4999,66,9.5,9.5,-3.0001,-146.0707,5
2025-01-01,Thomas Allen,3817064196,2025-01-07,VA,Government,Purchase,680000,414.4079,-79.9853,164.2,-4.7921,165,90,,0,-3,-76.9853,8
2025-01-01,Susan Gonzalez,5721378504,2025-01-07,DE,Conventional,Purchase,305550,427.426,-174.3306,227.5,-7.4744,143.0002,78,-6.7999,-6.7999,-3.0002,-171.3304,12
2025-01-01,Linda King,2411515137,2025-01-07,MA,Conventional,Purchase,610000,374.3049,-88.8197,174.6,21.3049,97,73.8,3.8,3.8,-3,-85.8197,15
2025-01-01,Charles Anderson,598191166,2025-01-02,CO,Conventional,Purchase,455000,358.138,-111.989,213.3,30.238,153,120,-79.2,-79.2,-3,-108.989,13
2025-01-01,James Garcia,8109946420,2025-01-02,IL,Conventional,Purchase,543750,492.7669,-94.2001,247.9,21.0669,184,88,-24.1,-24.1,-3.0001,-91.2,8
2025-01-01,Matthew Jackson,5539442887,2025-01-02,CA,Jumbo,Cash-Out Refinance,445000,391.6142,-114.4382,184.7,20.4142,99.7,140.2,-26.7,-26.7,-3,-111.4382,6
2025-01-01,Joshua Anderson,3197543853,2025-01-02,CA,Government,Purchase,753967,463.1082,-68.7721,244.1,17.8082,212,75,-42.9,-42.9,-3,-65.7721,13
2025-01-01,Margaret Young,2684161444,2025-01-02,MD,Conventional,Cash-Out Refinance,445000,425.8962,-114.4382,191.3,33.6962,148,33.7,9.6,9.6,-3,-111.4382,8
2025-01-01,Thomas Taylor,4447513818,2025-01-02,CA,Jumbo,NoCash-Out Refinance,1160000,-47.0596,-45.75,-119.2,10.6404,48,62.1,-24.3,-24.3,-3,-42.75,10
2025-01-01,Elizabeth Gonzalez,6211496955,2025-01-02,NJ,Conventional,NoCash-Out Refinance,1168500,246.4368,-45.439,89.5,10.1368,83.5,44.9,9.2,9.2,-3,-42.439,4
2025-01-01,Andrew Williams,4385772803,2025-01-02,CA,Jumbo,Purchase,1240000,254.6184,-42.9919,116.7,8.1184,79.5,64.5,-7.1,-7.1,-3,-39.9919,5
2025-01-01,Sarah Nguyen,5643670301,2025-01-02,CA,Government,Purchase,523968,600.9033,-97.6432,303.1,-4.3966,229.0001,75,-0.9001,-0.9001,-3,-94.6432,6
2025-01-01,Sandra Martin,748040203,2025-01-02,CA,Jumbo,Purchase,322492,323.8126,-156.7714,5,30.8126,94.9999,193.0001,,0,-3.0001,-153.7713,6
2025-01-01,Lisa Brown,7295268456,2025-01-02,TX,Conventional,Purchase,445000,651.3764,-114.4382,318.5,34.6764,178.8,160,-20.3,-20.3,-3,-111.4382,4
2025-01-01,Michelle Thomas,6287407316,2025-01-02,GA,Conventional,Purchase,269500,674.1247,-187.0074,286.6,43.1247,218.8,180,-27.2,-27.2,-3,-184.0074,4
2025-01-01,Kimberly Flores,20241793,2025-01-02,GA,Jumbo,Purchase,600000,710.4363,-85.65,364.2,12.1363,209.3,185,-30.1,-30.1,-3,-82.65,6
2025-01-01,Margaret Sanchez,1924666622,2025-01-02,SC,Conventional,Purchase,516000,46.419,-45.5581,-141.3,22.119,37,200,-35.7,-35.7,-3,-42.5581,2
2025-01-01,Anthony Walker,9923178984,2025-01-02,MD,Jumbo,Purchase,1350000,156.2329,-19.2667,-40.2,2.0329,86.3,125.9,-8.9,-8.9,-3,-16.2667,5
2025-01-01,Matthew Moore,3167419375,2025-01-02,MD,Conventional,Cash-Out Refinance,583000,443.7106,-40.6672,203.9,24.2106,24,170,10.8,10.8,-3,-37.6672,9
2025-01-01,Daniel Martin,4637817654,2025-01-02,TX,Conventional,NoCash-Out Refinance,345216,561.0184,-66.6122,251.6,32.0185,79.0001,250,-25.8001,-25.8001,-2.9999,-63.6123,4
2025-01-01,Matthew Thompson,9711442156,2025-01-02,CA,Conventional,Purchase,652000,385.0747,-36.681,182.7,17.3747,3,220,-19,-19,-3,-33.681,1
2025-01-01,Mary Clark,7315547798,2025-01-02,CO,Government,Purchase,563603,415.2058,-40.9118,74.9,22.7057,395,,-75.6999,-1.7,-5,-35.9118,4
2025-01-01,Mary Clark,1383776277,2025-01-02,CO,Conventional,Purchase,349200,529.9886,-62.9611,150,43.5888,150,,93.1999,93.1999,-5,-57.9611,6
2025-01-01,Mary Clark,2646904165,2025-01-02,CO,Conventional,Purchase,13968,-1658.8059,-4.9971,0,-232.0089,,,,-1426.797,-4.9971,,2
2025-01-01,Richard Jackson,3506376749,2025-01-02,CA,Conventional,Purchase,688000,392.1507,-79.0901,181.6,17.5507,97.5,72.7,11.4,11.4,-3,-76.0901,7
2025-01-01,Sandra Robinson,2842998872,2025-01-02,IL,Conventional,Purchase,430500,588.9357,-124.6028,272.3,30.0355,155,103,14.3001,14.3001,-3,-121.6028,5
2025-01-01,Jennifer Hill,9747525409,2025-01-02,NC,Conventional,Purchase,240000,594.9067,-221.125,261.2,65.7067,158,110,,0,-3,-218.125,5
2025-01-01,Joshua Scott,6467264619,2025-01-02,MA,Conventional,Purchase,781850,365.8133,-69.9567,176.7,12.2133,92.5,84,0.2,0.2,-3.0001,-66.9566,4
2025-01-01,William Nguyen,4981593856,2025-01-02,MA,Conventional,Purchase,353000,517.7799,-151.3003,210,32.7799,155,90,15,15,-3,-148.3003,9
2025-01-01,Lisa Taylor,4590690217,2025-01-03,FL,Conventional,Purchase,315000,465.1337,-169.1905,145.6,29.6337,159.5,95,17.7,17.7,-3,-166.1905,4
2025-01-01,Susan Sanchez,5732067258,2025-01-02,NJ,Jumbo,Purchase,787500,382.0502,-69.4762,173.4,12.6504,99,104.8,-3.9001,-3.9001,-3,-66.4762,5
2025-01-01,Andrew Thompson,3535247096,2025-01-02,TX,Conventional,Purchase,550831,279.1125,-98.0382,77.5,26.6125,104,96,-12.5,-12.5,-3,-95.0382,1
2025-01-01,Joseph Anderson,9545750984,2025-01-02,NJ,Conventional,Purchase,441750,361.9761,-121.506,143.4,29.576,123.0001,78,-6,-6,-3.0001,-118.5059,5
2025-01-01,Sarah Thomas,9073120743,2025-01-02,NC,Government,Purchase,440000,461.84,-121.9773,236.5,-12.66,145,90,1.5,1.5,-3,-118.9773,19
