report_month,vp,loan_count,loan_volume,total_revenue,total_expense,contribution_margin,margin_pct,active_sales_hc,active_non_producing_sales_hc,productivity,bonus_spend_proxy,roi,event_compensafe_amt,event_rent_amt,event_payroll_amt,event_no_loan_bucket_rows,exception_flag,exception_reason
2025-01-01,Christopher Williams,2,1600000,426.281,23327.8781,-22901.5971,-53.72418,8,5,53.285125,0,,0,23484.24,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Christopher Young,1,375000,437.272,387.44,49.832,0.113961,4,2,109.318,0,,0,522.68,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Daniel Allen,2,294566,279.5114,3805.7088,-3526.1974,-12.615576,6,5,46.585233,0,,0,3879.42,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Garcia,8,2598402,3436.1177,639951.2213,-636515.1036,-185.242521,18,11,190.895428,-4382.8125,-0.783998,0,640504.23,0,33,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Gonzalez,2,250000,782.4996,9432.85,-8650.3504,-11.054767,17,12,46.029388,-1250,-0.626,0,9645.25,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Jackson,3,487802,-2350.5683,53774.6295,-56125.1978,23.877289,8,1,-293.821038,0,,0,54225,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Johnson,3,1580140,1701.7468,12083.9641,-10382.2173,-6.100918,15,8,113.449787,-1485.4875,-1.145581,0,12418.28,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Jones,2,314000,1195.2517,1693.4139,-498.1622,-0.416784,4,2,298.812925,-5610.9375,-0.213022,0,2000,0,4,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Daniel King,2,136500,-434.004,11527.4933,-11961.4973,27.5608,5,2,-86.8008,0,,0,12000,0,8,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Lopez,1,451668,571.7381,30993.2519,-30421.5138,-53.208827,14,10,40.838436,0,,0,31105.89,0,8,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Martin,6,2854690,2610.8108,938496.898,-935886.0872,-358.465687,63,34,41.441441,-10101.375,-0.258461,0,939142.94,0,31,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Martinez,1,315003,513.0578,1961.6529,-1448.5951,-2.823454,1,0,513.0578,0,,0,2122.08,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Miller,1,0,0,9504.82,-9504.82,,19,16,0,0,,0,9504.82,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Daniel Perez,20,5951817,7497.0664,504242.3074,-496745.241,-66.258616,13,7,576.697415,-22390.65,-0.33483,0,508521.16,0,84,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Ramirez,1,242250,651.3251,-2676.6593,3327.9844,5.10956,7,2,93.046443,-6056.25,-0.107546,0,-2457.56,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Rodriguez,1,237500,671.9299,6709.0389,-6037.109,-8.98473,19,9,35.364732,-1484.375,-0.452669,0,6932.46,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Scott,1,765000,447.6169,114056.8417,-113609.2248,-253.80906,24,17,18.650704,0,,0,114124.26,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Smith,2,319294,-1303.5034,5716.7435,-7020.2469,5.385676,3,1,-434.501133,0,,0,5892,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Taylor,2,406558,1221.6123,11259.4356,-10037.8233,-8.216865,3,1,407.2041,-699.5925,-1.746177,0,11784,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel Torres,1,192214,751.8547,-260.9935,1012.8482,1.347133,0,0,,-3748.173,-0.200592,0,0,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Daniel White,3,1153731,1709.4327,11160.2679,-9450.8352,-5.528638,7,2,244.204671,0,,0,11581.55,0,9,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Wilson,2,320000,664.5772,6124.8562,-5460.279,-8.21617,11,4,60.416109,0,,0,6291.45,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Daniel Wright,2,564850,359.8832,7753.5855,-7393.7023,-20.544728,5,2,71.97664,0,,0,7843.83,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Anderson,1,0,0,500,-500,,2,2,0,0,,0,500,0,1,1,contains_no_loan_bucket_rows
2025-01-01,David Clark,1,0,0,7237.68,-7237.68,,10,5,0,0,,0,7237.68,0,2,1,contains_no_loan_bucket_rows
2025-01-01,David Garcia,4,884923,560.2098,9258.2227,-8698.0129,-15.526349,5,1,112.04196,-1337.5,-0.418848,0,9818.24,0,16,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Gonzalez,3,762850,797.2245,20639.8882,-19842.6637,-24.889681,24,17,33.217687,-2588.75,-0.307957,0,20907.23,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Harris,1,170400,29.2253,17842.92,-17813.6947,-609.529918,6,4,4.870883,0,,0,17845.92,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Hill,1,0,0,11533.64,-11533.64,,15,11,0,0,,0,11533.64,0,1,1,contains_no_loan_bucket_rows
2025-01-01,David King,1,0,0,0,0,,6,6,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,David Lee,1,12000,-1592.55,37555.64,-39148.19,24.582079,4,1,-398.1375,0,,0,37558.64,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Lewis,8,4443843,3725.4038,122331.0015,-118605.5977,-31.836978,6,2,620.900633,-8156.25,-0.456754,0,123295.98,0,29,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Lopez,1,449000,480.0031,38918.8476,-38438.8445,-80.080409,17,12,28.235476,0,,0,39038.44,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Martin,2,496133,606.2798,9391.4839,-8785.2041,-14.490346,3,2,202.093267,0,,0,9500,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Nguyen,3,1376300,1491.337,68411.8389,-66920.5019,-44.872823,11,7,135.576091,-2690.625,-0.554272,0,68813.47,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Rodriguez,1,216000,541.787,6295.3333,-5753.5463,-10.619572,3,1,180.595667,-4050,-0.133775,0,6400,0,4,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Sanchez,1,380545,405.4358,2530.0477,-2124.6119,-5.240316,1,0,405.4358,0,,0,2600,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Scott,1,0,0,2946,-2946,,3,1,0,0,,0,2946,0,1,1,contains_no_loan_bucket_rows
2025-01-01,David Taylor,1,250000,447.4816,4527.6,-4080.1184,-9.117958,8,3,55.9352,-500,-0.894963,0,4740,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,David Torres,5,2203495,2273.5363,86721.4513,-84447.915,-37.14386,19,7,119.659805,0,,0,87436.8,0,17,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Walker,1,303200,527.8302,7824.3417,-7296.5115,-13.823596,8,2,65.978775,0,,0,8000,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,David Young,1,0,0,1316.67,-1316.67,,1,1,0,0,,0,1316.67,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donald Allen,1,213100,556.269,2991.3407,-2435.0717,-4.377507,3,1,185.423,0,,0,3240,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donald Anderson,1,120000,466.9017,560.75,-93.8483,-0.201002,8,3,58.362713,-2700,-0.172927,0,1000,0,1,1,"contains_no_loan_bucket_rows,roi_outlier"
2025-01-01,Donald Brown,1,345950,594.1634,16695.6775,-16101.5141,-27.099471,13,10,45.704877,0,,0,16850,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donald Garcia,3,447500,1183.3152,-476.4086,1659.7238,1.402605,2,1,591.6576,-13860,-0.085376,0,0,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Gonzalez,1,283250,306.8454,23579.9248,-23273.0794,-75.846271,2,0,153.4227,-6939.625,-0.044216,0,23758,0,5,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Hill,3,1539722,1224.2937,35712.707,-34488.4133,-28.170049,18,5,68.016317,0,,0,36000,0,9,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donald King,5,1179950,3027.7831,270603.0945,-267575.3114,-88.373342,24,17,126.157629,-1316.25,-2.30031,0,271808.56,0,15,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Lee,1,0,0,500,-500,,2,2,0,0,,0,500,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donald Lopez,2,825000,965.7734,68477.8514,-67512.078,-69.904677,31,20,31.153981,-1068.75,-0.903648,0,68764.48,0,4,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Martin,2,577875,-604.5413,102563.0953,-103167.6366,170.654406,7,2,-86.363043,0,,0,102662.1,0,8,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donald Miller,1,0,0,0,0,,12,10,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donald Nguyen,8,13070000,2169.462,-17982.8375,20152.2995,9.289077,32,21,67.795687,-7887.25,-0.275059,0,-17446.58,0,26,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Perez,4,2376286,1624.4816,76854.3792,-75229.8976,-46.310095,7,2,232.0688,-15292.5,-0.106227,0,77260.8,0,18,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Ramirez,1,0,0,19278.02,-19278.02,,19,16,0,0,,0,19278.02,0,3,1,contains_no_loan_bucket_rows
2025-01-01,Donald Robinson,2,1074000,868.2711,-99610.8111,100479.0822,115.723168,21,13,41.346243,0,,0,-99409.1,0,25,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donald Scott,6,2823184,2371.8184,858675.1494,-856303.331,-361.032418,31,20,76.510271,-22443.75,-0.105678,0,859556,0,48,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Smith,1,226178,243.3397,-105.4855,348.8252,1.433491,9,2,27.037744,-1979.0575,-0.122957,0,0,0,5,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Thomas,1,0,0,104.68,-104.68,,3,2,0,0,,0,104.68,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donald Thompson,9,3079598,4689.0909,1407817.0694,-1403127.9785,-299.232412,63,34,74.430014,-34847.8845,-0.134559,0,1409532.75,0,70,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Torres,11,4419058,3932.4847,3698221.2448,-3694288.7601,-939.428642,63,34,62.420392,-74387.8625,-0.052865,0,3700108.1,0,99,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Wilson,3,1063750,2242.8188,3731.2153,-1488.3965,-0.663628,5,2,448.56376,-5550,-0.404111,0,4000,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Wright,2,643800,1261.4831,18196.6479,-16935.1648,-13.424805,3,2,420.494367,-2888,-0.436802,0,18531.38,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donald Young,1,541600,208.6364,1454.2009,-1245.5645,-5.970025,18,5,11.590911,0,,0,1500,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Anderson,1,420000,535.965,4372.3571,-3836.3921,-7.157915,4,2,133.99125,0,,0,4500,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Brown,3,801831,779.938,720.9286,59.0094,0.075659,11,4,70.903455,0,,0,861.12,0,6,1,contains_no_loan_bucket_rows
2025-01-01,Donna Garcia,1,0,0,835.16,-835.16,,3,1,0,0,,0,835.16,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Donna Gonzalez,1,741750,418.5376,59516.8236,-59098.286,-141.201856,19,7,22.028295,0,,0,59590.4,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Jackson,1,416000,492.0365,6108.0787,-5616.0422,-11.413873,14,6,35.145464,0,,0,6236.92,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Lewis,1,261000,351.5862,30976.4621,-30624.8759,-87.104886,11,2,31.962382,0,,0,31063.6,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Lopez,2,406755,-517.2916,24178.7107,-24696.0023,47.740969,7,2,-73.8988,0,,0,24318,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Nguyen,1,0,0,0,0,,4,4,0,0,,0,0,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donna Perez,1,384085,535.714,18226.0419,-17690.3279,-33.021963,4,1,133.9285,0,,0,18365.34,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Ramirez,7,2718980,3403.6888,721076.2355,-717672.5467,-210.851399,17,9,200.216988,-20592,-0.165292,0,722342.92,0,41,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donna Robinson,5,1510500,345.9544,25484.4249,-25138.4705,-72.664116,7,4,49.422057,0,,0,25817.99,0,25,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Donna Smith,2,368550,1255.169,31815.7934,-30560.6244,-24.347816,2,0,627.5845,-27333.625,-0.04592,0,32400,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donna Taylor,1,259000,435.8853,31902.5564,-31466.6711,-72.190255,5,3,87.17706,-1295,-0.336591,0,32107.68,0,3,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donna Thomas,1,279000,619.3459,9291.3256,-8671.9797,-14.001836,6,2,103.224317,-558,-1.109939,0,9481.96,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donna Thompson,1,0,0,13891.21,-13891.21,,17,9,0,0,,0,13891.21,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Donna Torres,1,0,0,3000,-3000,,3,1,0,0,,0,3000,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Donna Williams,5,1885219,1130.0024,-70593.5208,71723.5232,63.47201,7,6,161.428914,-8628.74625,-0.130958,0,-69861.96,0,24,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Donna Young,1,576650,380.6805,22801.2169,-22420.5364,-58.895941,5,1,76.1361,0,,0,22895,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Allen,3,760707,1258.3471,3734.1888,-2475.8417,-1.967535,5,1,251.66942,0,,0,4015.74,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Brown,4,1925500,1011.2591,97486.698,-96475.4389,-95.401306,5,2,202.25182,-3948,-0.256145,0,97818.04,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Davis,1,0,0,850,-850,,3,1,0,0,,0,850,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Elizabeth Gonzalez,11,5958151,5448.8075,78017.1772,-72568.3697,-13.318211,11,6,495.346136,-26620.0125,-0.204688,0,79872.38,0,32,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Harris,1,319014,940.6086,54034.0007,-53093.3921,-56.445786,10,5,94.06086,0,,0,54201.1,0,8,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Jackson,3,1237500,1343.6291,4114.6082,-2770.9791,-2.06231,17,8,79.037006,-641.25,-2.095328,0,4509.44,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Jones,1,0,0,6087.5,-6087.5,,19,13,0,0,,0,6087.5,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Elizabeth Lee,1,400000,359.2827,-60.95,420.2327,1.169644,9,2,39.9203,-2000,-0.179641,0,0,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Lopez,1,0,0,0,0,,12,10,0,0,,0,0,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Elizabeth Martin,1,245471,1046.9621,6062.4366,-5015.4745,-4.790502,2,1,523.48105,0,,0,6278.7,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Martinez,3,1428284,1554.4201,-354.8862,1909.3063,1.228308,1,0,1554.4201,0,,0,0,0,12,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Moore,3,419000,110.5371,-522.1752,632.7123,5.723981,3,2,36.8457,-5600,-0.019739,0,0,0,7,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Nguyen,1,0,0,18793.19,-18793.19,,29,17,0,0,,0,18793.19,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Elizabeth Perez,1,870000,520.4979,936.8276,-416.3297,-0.799868,2,1,260.24895,0,,0,1000,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Ramirez,2,650562,967.2676,7666.0469,-6698.7793,-6.925466,4,2,241.8169,-2409.81,-0.401387,0,8000,0,4,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Robinson,1,124132,672.1521,6505.2715,-5833.1194,-8.678273,11,4,61.104736,-1551.65,-0.433185,0,6930,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Sanchez,3,721493,1100.0995,30001.7263,-28901.6268,-26.27183,11,6,100.009045,0,,0,30198.53,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Scott,2,1337124,733.3708,-167.0034,900.3742,1.22772,1,0,733.3708,0,,0,0,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Smith,1,427500,587.0232,11064.5439,-10477.5207,-17.848563,0,0,,0,,0,11190,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Taylor,3,495650,960.7644,50358.8944,-49398.13,-51.415446,16,9,60.047775,-495.975,-1.937123,0,50841.31,0,8,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Thomas,2,637477,945.4518,60241.983,-59296.5312,-62.717667,10,6,94.54518,-1756.155,-0.538365,0,60795.72,0,6,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Thompson,1,418000,291.8079,29897.0208,-29605.2129,-101.45446,9,6,32.4231,0,,0,30025.26,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Torres,5,2639676,2592.0292,61527.2793,-58935.2501,-22.737109,11,4,235.639018,-3078.375,-0.842012,0,62370,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth Walker,5,1470369,3946.3362,93450.3125,-89503.9763,-22.680271,11,5,358.757836,-1427.80375,-2.763921,0,93949.16,0,12,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Elizabeth White,5,1394367,1867.9418,947775.9447,-945908.0029,-506.390511,63,34,29.64987,0,,0,948168.55,0,29,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Elizabeth Williams,2,234867,-1814.8889,35780.1125,-37595.0014,20.714767,7,4,-259.269843,0,,0,36017.92,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Brown,1,728000,272.9588,10940.8819,-10667.9231,-39.08254,11,5,24.814436,0,,0,11012,0,3,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Clark,1,0,0,12346,-12346,,13,8,0,0,,0,12346,0,4,1,contains_no_loan_bucket_rows
2025-01-01,Emily Davis,5,2045250,630.3069,117327.6057,-116697.2988,-185.143616,4,3,157.576725,0,,0,117818.35,0,10,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Flores,2,2480000,453.1819,216383.1355,-215929.9536,-476.475238,16,9,28.323869,0,,0,216479.2,0,6,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Garcia,1,644000,215.8718,14813.3112,-14597.4394,-67.620872,19,7,11.361674,0,,0,14897.6,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Jones,2,512716,1003.1194,18138.9563,-17135.8369,-17.08255,9,3,111.457711,0,,0,18553.6,0,15,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily King,1,0,0,5148.24,-5148.24,,3,3,0,0,,0,5148.24,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Emily Lewis,1,378787,483.7252,94970.4504,-94486.7252,-195.33141,24,17,20.155217,0,,0,95103.55,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Lopez,1,0,0,3279.17,-3279.17,,3,2,0,0,,0,3279.17,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Emily Martin,1,0,0,1000,-1000,,2,2,0,0,,0,1000,0,2,1,contains_no_loan_bucket_rows
2025-01-01,Emily Miller,1,0,0,750,-750,,11,7,0,0,,0,750,0,1,1,contains_no_loan_bucket_rows
2025-01-01,Emily Moore,4,2830650,1716.6825,75475.2438,-73758.5613,-42.965756,6,2,286.11375,-10453.25,-0.164225,0,76020.18,0,12,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Emily Nguyen,1,1051846,236.6869,3493.9024,-3257.2155,-13.761706,8,4,29.585863,0,,0,3517.78,0,1,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Perez,4,520890,1584.7672,25147.6758,-23562.9086,-14.868372,10,5,158.47672,-1520,-1.04261,0,25331.88,0,4,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Emily Ramirez,2,1063044,874.0285,32055.4804,-31181.4519,-35.675555,3,2,291.342833,0,,0,32298,0,11,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Smith,1,370000,434.5924,-137.027,571.6194,1.3153,4,2,108.6481,0,,0,0,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Taylor,1,3500000,404.4988,9982.0429,-9577.5441,-23.677559,6,3,67.416467,0,,0,10000,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,Emily Torres,6,4935960,2003.756,102492.2602,-100488.5042,-50.15007,6,3,333.959333,-8090.81,-0.247658,0,102908.19,0,25,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Emily Walker,3,621650,935.3509,160293.6493,-159358.2984,-170.372743,8,3,116.918863,-1966.5,-0.475642,0,160675,0,13,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Emily White,3,847500,1757.7693,106663.6127,-104905.8434,-59.681235,17,9,103.398194,-8382.5,-0.209695,0,107238.47,0,9,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,Emily Wright,1,0,0,1600,-1600,,2,2,0,0,,0,1600,0,1,1,contains_no_loan_bucket_rows
2025-01-01,James Brown,1,960210,566.4262,-3066.9993,3633.4255,6.414649,1,0,566.4262,0,,0,-3009.48,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Clark,3,723000,648.3899,24408.5973,-23760.2074,-36.644938,27,15,24.014441,0,,0,24693.57,0,7,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Davis,1,0,0,1100,-1100,,1,1,0,0,,0,1100,0,2,1,contains_no_loan_bucket_rows
2025-01-01,James Flores,1,377044,882.3371,1936.497,-1054.1599,-1.194736,1,0,882.3371,0,,0,2071.02,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Garcia,10,7100467,4206.6176,-1413.0835,5619.7011,1.335919,2,1,2103.3088,-11846.25,-0.355101,0,0,0,36,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Harris,1,675000,457.4766,187857.1444,-187399.6678,-409.637712,63,34,7.261533,0,,0,187937.7,0,5,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Jackson,3,1369166,1311.8957,16666.1332,-15354.2375,-11.703855,7,3,187.413671,-2132.8125,-0.615101,0,17101.59,0,5,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Johnson,1,152726,751.9976,9491.7392,-8739.7416,-11.622034,3,2,250.665867,-2863.6125,-0.262605,0,9837.51,0,2,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,"James King,Lisa Lewis",1,535000,319.0318,899.1495,-580.1177,-1.81837,5,4,63.80636,-2675,-0.119264,0,1000,0,1,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Lopez,7,3129485,2946.6697,24085.4183,-21138.7486,-7.173776,17,8,173.333512,-1940,-1.518902,0,25000,0,48,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Martinez,5,850299,2147.4979,54124.7894,-51977.2915,-24.203652,6,4,357.916317,-10713.91875,-0.20044,0,55139.31,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Miller,5,934903,-10321.084,87370.7297,-97691.8137,9.465267,5,1,-2064.2168,0,,0,87896.8,0,19,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Nguyen,2,281600,94.3997,46128.56,-46034.1603,-487.651553,15,11,6.293313,0,,0,46134.56,0,4,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Robinson,9,2601283,1782.1456,114196.3287,-112414.1831,-63.078002,7,4,254.592229,-16928.4375,-0.105275,0,117000,0,29,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Rodriguez,1,625650,428.7002,6213.3269,-5784.6267,-13.493408,4,3,107.17505,0,,0,6300,0,2,1,"contains_no_loan_bucket_rows,margin_outlier"
2025-01-01,James Sanchez,7,3801216,2799.5101,19893.1865,-17093.6764,-6.105953,18,11,155.528339,-15970.222,-0.175296,0,20438.33,0,22,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James Taylor,4,964300,1998.8386,50146.335,-48147.4964,-24.087736,21,10,95.18279,-6004.375,-0.332897,0,50675.38,0,10,1,"contains_no_loan_bucket_rows,margin_outlier,roi_outlier"
2025-01-01,James White,1,561825,726.7099,4853.8215,-4127.1116,-5.679173,5,3,145.34198,0,,0,4950,0,0,1,margin_outlier
