attribution_source,company_id,cost_center_manager_name,department_id,division_manager_name,employee_id,loan_id,loan_org_attr_id,login_bundle_id,product_id,region_manager_name,reporting_period_id,state_id,vp_id
Duke Data V4,2,Kimberly Lee,2,Mary Williams,446,274,928,248,7,Paul Garcia,1,34,351
Duke Data V4,2,Mary Clark,2,Karen Miller,579,275,929,249,9,Betty Robinson,1,45,73
Duke Data V4,2,Mary Clark,13,Karen Miller,580,275,930,249,9,Betty Robinson,1,45,73
Duke Data V4,2,Mary Clark,4,Karen Miller,581,275,931,249,9,Betty Robinson,1,45,73
Duke Data V4,2,Lisa Taylor,4,Margaret Thompson,49,276,932,44,34,Christopher Flores,1,5,51
Duke Data V4,2,Lisa Taylor,3,Margaret Thompson,582,276,933,44,34,Christopher Flores,1,5,51
Duke Data V4,2,Lisa Taylor,2,Margaret Thompson,117,276,934,44,34,Christopher Flores,1,5,51
Duke Data V4,2,Lisa Taylor,1,Margaret Thompson,389,276,935,44,34,Christopher Flores,1,5,51
Duke Data V4,2,Lisa Wright,9,Michael Robinson,214,277,936,224,51,Lisa Wright,1,4,306
Duke Data V4,2,"James Lopez,Mary Flores",1,Karen Miller,95,278,937,79,38,Mark Ramirez,1,13,87
Duke Data V4,2,"James Lopez,Mary Flores",2,Karen Miller,200,278,938,79,38,Mark Ramirez,1,13,87
Duke Data V4,2,"James Lopez,Mary Flores",2,Karen Miller,583,278,939,79,38,Mark Ramirez,1,13,87
Duke Data V4,2,"James Lopez,Mary Flores",14,Karen Miller,202,278,940,79,38,Mark Ramirez,1,13,87
Duke Data V4,2,"James Lopez,Mary Flores",3,Karen Miller,54,278,941,79,38,Mark Ramirez,1,13,87
Duke Data V4,2,Kimberly Flores,2,Paul Scott,295,279,942,81,7,Linda Jackson,1,13,345
Duke Data V4,2,Kimberly Flores,13,Paul Scott,206,279,943,81,7,Linda Jackson,1,13,345
Duke Data V4,2,Karen Allen,11,Emily Miller,487,280,944,250,21,Linda Smith,1,11,352
Duke Data V4,2,Karen Allen,2,Emily Miller,584,280,945,250,21,Linda Smith,1,11,352
Duke Data V4,2,Karen Allen,11,Emily Miller,493,280,946,250,21,Linda Smith,1,11,352
Duke Data V4,2,Karen Allen,3,Emily Miller,585,280,947,250,21,Linda Smith,1,11,352
Duke Data V4,2,Susan Smith,3,Margaret Rodriguez,525,281,948,206,13,Charles White,1,15,353
Duke Data V4,2,Susan Smith,7,Margaret Rodriguez,523,281,949,206,13,Charles White,1,15,353
Duke Data V4,2,Kimberly Flores,8,Margaret Rodriguez,227,282,950,251,58,Andrew Miller,1,15,154
Duke Data V4,2,Kimberly Flores,13,Margaret Rodriguez,407,282,951,251,58,Andrew Miller,1,15,154
Duke Data V4,2,Lisa Taylor,11,Margaret Thompson,454,248,952,44,13,Christopher Flores,1,17,51
Duke Data V4,2,Lisa Taylor,3,Margaret Thompson,54,248,953,44,13,Christopher Flores,1,17,51
Duke Data V4,2,Lisa Taylor,2,Margaret Thompson,117,248,954,44,13,Christopher Flores,1,17,51
Duke Data V4,2,Richard Jackson,4,Mary Williams,212,249,955,240,5,Mary Williams,1,4,334
Duke Data V4,2,"William Allen,Margaret Moore",1,Emily Miller,25,250,956,57,7,William Allen,1,1,335
Duke Data V4,2,Elizabeth Thompson,4,Emily Miller,586,283,957,252,1,Steven Rodriguez,1,16,354
Duke Data V4,2,"Richard Sanchez,Mary Flores",5,Karen Miller,86,284,958,43,17,Mark Ramirez,1,10,297
Duke Data V4,2,"Richard Sanchez,Mary Flores",4,Karen Miller,587,284,959,43,17,Mark Ramirez,1,10,297
Duke Data V4,2,Patricia Torres,2,Emily Miller,545,285,960,83,14,Charles Moore,1,23,355
Duke Data V4,2,Patricia Torres,7,Emily Miller,496,285,961,83,14,Charles Moore,1,23,355
Duke Data V4,2,Patricia Torres,3,Emily Miller,175,285,962,83,14,Charles Moore,1,23,355
Duke Data V4,2,Patricia Torres,1,Emily Miller,495,285,963,83,14,Charles Moore,1,23,355
Duke Data V4,2,Emily Torres,10,Mary Williams,588,286,964,253,20,Paul Clark,1,35,356
Duke Data V4,2,Emily Torres,2,Mary Williams,454,286,965,253,20,Paul Clark,1,35,356
Duke Data V4,2,Patricia Martinez,3,Margaret Rodriguez,589,287,966,51,7,Kimberly Young,1,13,357
Duke Data V4,2,John Wright,13,Paul Scott,458,288,967,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,5,Paul Scott,526,288,968,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,4,Paul Scott,590,288,969,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,3,Paul Scott,555,288,970,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,15,Paul Scott,591,288,971,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,2,Paul Scott,241,288,972,116,1,Patricia Scott,1,17,358
Duke Data V4,2,John Wright,2,Paul Scott,137,288,973,116,1,Patricia Scott,1,17,358
Duke Data V4,2,Mark Scott,17,Paul Scott,503,289,974,114,1,Mark Scott,1,17,316
Duke Data V4,2,Mark Scott,13,Paul Scott,458,289,975,114,1,Mark Scott,1,17,316
Duke Data V4,2,Mark Scott,11,Paul Scott,592,290,976,114,7,Mark Scott,1,9,322
Duke Data V4,2,Mark Scott,16,Paul Scott,81,290,977,114,7,Mark Scott,1,9,322
Duke Data V4,2,Mark Young,5,Margaret Thompson,593,291,978,254,1,Daniel Davis,1,20,359
Duke Data V4,2,Mark Young,4,Margaret Thompson,594,291,979,254,1,Daniel Davis,1,20,359
Duke Data V4,2,Mark Young,21,Margaret Thompson,595,291,980,254,1,Daniel Davis,1,20,359
Duke Data V4,2,Mark Young,2,Margaret Thompson,596,291,981,254,1,Daniel Davis,1,20,359
Duke Data V4,2,Mark Torres,9,Emily Miller,337,292,982,255,1,Matthew Smith,1,11,64
Duke Data V4,2,Mark Torres,1,Emily Miller,597,292,983,255,1,Matthew Smith,1,11,64
Duke Data V4,2,Mark Torres,1,Emily Miller,598,292,984,255,1,Matthew Smith,1,11,64
Duke Data V4,2,Mark Torres,2,Emily Miller,582,292,985,255,1,Matthew Smith,1,11,64
Duke Data V4,2,Linda Smith,4,Emily Miller,599,293,986,17,2,Linda Smith,1,11,18
Duke Data V4,2,James Flores,12,Margaret Thompson,78,294,987,129,1,Margaret Thompson,1,9,360
Duke Data V4,2,James Flores,5,Margaret Thompson,363,294,988,129,1,Margaret Thompson,1,9,360
Duke Data V4,2,James Flores,2,Margaret Thompson,597,294,989,129,1,Margaret Thompson,1,9,360
Duke Data V4,2,"William Allen,Margaret Moore",13,Emily Miller,320,295,990,57,1,William Allen,1,1,341
Duke Data V4,2,"William Allen,Margaret Moore",2,Emily Miller,332,295,991,57,1,William Allen,1,1,341
Duke Data V4,2,"William Allen,Margaret Moore",2,Emily Miller,562,295,992,57,1,William Allen,1,1,341
Duke Data V4,2,"William Allen,Margaret Moore",2,Emily Miller,195,295,993,57,1,William Allen,1,1,341
Duke Data V4,2,"William Allen,Margaret Moore",5,Emily Miller,467,295,994,57,1,William Allen,1,1,341
Duke Data V4,2,"William Allen,Margaret Moore",1,Emily Miller,344,295,995,57,1,William Allen,1,1,341
Duke Data V4,2,"Anthony Jackson,Richard Miller",3,Margaret Thompson,90,296,996,82,4,Daniel Davis,1,31,34
Duke Data V4,2,"Anthony Jackson,Richard Miller",4,Margaret Thompson,210,296,997,82,4,Daniel Davis,1,31,34
Duke Data V4,2,"Anthony Jackson,Richard Miller",2,Margaret Thompson,600,296,998,82,4,Daniel Davis,1,31,34
Duke Data V4,2,"Anthony Jackson,Richard Miller",5,Margaret Thompson,601,296,999,82,4,Daniel Davis,1,31,34
Duke Data V4,2,Sarah King,5,Margaret Rodriguez,602,297,1000,220,46,Michael Jackson,1,25,300
Duke Data V4,2,Sarah King,5,Margaret Rodriguez,603,297,1001,220,46,Michael Jackson,1,25,300
Duke Data V4,2,Sarah King,10,Margaret Rodriguez,481,297,1002,220,46,Michael Jackson,1,25,300
Duke Data V4,2,Sarah King,1,Margaret Rodriguez,604,297,1003,220,46,Michael Jackson,1,25,300
Duke Data V4,2,"William Allen,Margaret Moore",9,Emily Miller,184,298,1004,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",8,Emily Miller,605,298,1005,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",13,Emily Miller,320,298,1006,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",12,Emily Miller,78,298,1007,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",1,Emily Miller,321,298,1008,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",2,Emily Miller,194,298,1009,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",4,Emily Miller,606,298,1010,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",14,Emily Miller,348,298,1011,57,5,William Allen,1,1,361
Duke Data V4,2,"William Allen,Margaret Moore",2,Emily Miller,75,298,1012,57,5,William Allen,1,1,361
Duke Data V4,2,Betty Anderson,8,Margaret Rodriguez,607,299,1013,77,11,Margaret Rodriguez,1,13,110
Duke Data V4,2,Betty Anderson,1,Margaret Rodriguez,113,299,1014,77,11,Margaret Rodriguez,1,13,110
Duke Data V4,2,Donna Ramirez,2,Margaret Rodriguez,217,300,1015,85,7,Kimberly Young,1,13,93
Duke Data V4,2,Donna Ramirez,3,Margaret Rodriguez,608,300,1016,85,7,Kimberly Young,1,13,93
Duke Data V4,2,Donna Ramirez,1,Margaret Rodriguez,609,300,1017,85,7,Kimberly Young,1,13,93
Duke Data V4,2,Andrew Taylor,2,Emily Miller,610,95,1018,80,7,Steven Rodriguez,1,16,88
Duke Data V4,2,Andrew Taylor,2,Emily Miller,611,95,1019,80,7,Steven Rodriguez,1,16,88
Duke Data V4,2,Kimberly Flores,2,Paul Scott,612,96,1020,81,7,Linda Jackson,1,13,89
Duke Data V4,2,Kimberly Flores,2,Paul Scott,253,96,1021,81,7,Linda Jackson,1,13,89
Duke Data V4,2,Kimberly Flores,1,Paul Scott,613,96,1022,81,7,Linda Jackson,1,13,89
Duke Data V4,2,Kimberly Flores,11,Paul Scott,614,96,1023,81,7,Linda Jackson,1,13,89
Duke Data V4,2,Kimberly Flores,3,Paul Scott,108,96,1024,81,7,Linda Jackson,1,13,89
Duke Data V4,2,Nancy King,1,Emily Miller,267,97,1025,55,30,Charles Moore,1,11,90
Duke Data V4,2,Nancy King,3,Emily Miller,285,97,1026,55,30,Charles Moore,1,11,90
Duke Data V4,2,Nancy King,7,Emily Miller,523,97,1027,55,30,Charles Moore,1,11,90
Duke Data V4,2,Nancy King,10,Emily Miller,213,97,1028,55,30,Charles Moore,1,11,90
Duke Data V4,2,Nancy King,4,Emily Miller,136,97,1029,55,30,Charles Moore,1,11,90
Duke Data V4,2,Nancy King,2,Emily Miller,615,97,1030,55,30,Charles Moore,1,11,90
Duke Data V4,2,"Anthony Jackson,Richard Miller",5,Margaret Thompson,601,98,1031,82,4,Daniel Davis,1,31,34
Duke Data V4,2,"Anthony Jackson,Richard Miller",1,Margaret Thompson,326,98,1032,82,4,Daniel Davis,1,31,34
Duke Data V4,2,Linda Young,13,Emily Miller,204,99,1033,73,17,Matthew Smith,1,6,22
Duke Data V4,2,Linda Young,4,Emily Miller,616,99,1034,73,17,Matthew Smith,1,6,22
Duke Data V4,2,Linda Young,2,Emily Miller,453,99,1035,73,17,Matthew Smith,1,6,22
Duke Data V4,2,Andrew Walker,3,Michael Robinson,617,101,1036,84,4,Margaret Smith,1,4,92
Duke Data V4,2,Andrew Walker,2,Michael Robinson,348,101,1037,84,4,Margaret Smith,1,4,92
Duke Data V4,2,Andrew Walker,12,Michael Robinson,87,101,1038,84,4,Margaret Smith,1,4,92
Duke Data V4,2,Donna Ramirez,2,Margaret Rodriguez,310,102,1039,85,7,Kimberly Young,1,13,93
Duke Data V4,2,Donna Ramirez,1,Margaret Rodriguez,609,102,1040,85,7,Kimberly Young,1,13,93
Duke Data V4,2,Nancy Johnson,2,Margaret Rodriguez,618,103,1041,86,17,Andrew Miller,1,32,94
Duke Data V4,2,Nancy Johnson,10,Margaret Rodriguez,327,103,1042,86,17,Andrew Miller,1,32,94
Duke Data V4,2,"Ashley Taylor,Michael Wright",1,Michael Robinson,619,104,1043,87,1,Lisa Wright,1,33,95
Duke Data V4,2,Joseph Rodriguez,7,Michael Robinson,381,105,1044,88,31,Mary Lee,1,18,96
Duke Data V4,2,Joseph Rodriguez,4,Michael Robinson,620,105,1045,88,31,Mary Lee,1,18,96
Duke Data V4,2,Kimberly Flores,9,Mary Williams,621,106,1046,89,7,Michelle White,1,34,97
Duke Data V4,2,Kimberly Flores,11,Mary Williams,622,106,1047,89,7,Michelle White,1,34,97
Duke Data V4,2,Richard Walker,3,Margaret Rodriguez,47,107,1048,90,15,Charles White,1,2,98
Duke Data V4,2,Michelle Torres,1,Paul Scott,623,108,1049,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Donald Scott,3,Margaret Rodriguez,132,301,1050,54,11,Donald Scott,1,21,309
Duke Data V4,2,Sandra Flores,12,Karen Miller,87,302,1051,256,59,Karen Miller,1,7,362
Duke Data V4,2,Sandra Flores,2,Karen Miller,624,302,1052,256,59,Karen Miller,1,7,362
Duke Data V4,2,Jessica Allen,8,Michael Robinson,353,303,1053,211,17,Mary Lee,1,33,363
Duke Data V4,2,Jessica Allen,2,Michael Robinson,625,303,1054,211,17,Mary Lee,1,33,363
Duke Data V4,2,Jessica Allen,2,Michael Robinson,626,303,1055,211,17,Mary Lee,1,33,363
Duke Data V4,2,Jessica Allen,22,Michael Robinson,607,304,1056,211,60,Mary Lee,1,18,364
Duke Data V4,2,Michelle Johnson,5,Mary Williams,221,164,1057,214,1,Michelle Johnson,1,17,286
Duke Data V4,2,Michelle Torres,11,Paul Scott,627,108,1058,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,16,Paul Scott,455,108,1059,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,2,Paul Scott,628,108,1060,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,1,Paul Scott,332,108,1061,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,1,Paul Scott,577,108,1062,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,8,Paul Scott,629,108,1063,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,1,Paul Scott,630,108,1064,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Michelle Torres,14,Paul Scott,212,108,1065,91,32,Linda Jackson,1,17,99
Duke Data V4,2,Donald Scott,4,Margaret Rodriguez,536,301,1066,54,11,Donald Scott,1,21,309
Duke Data V4,2,Donald Scott,5,Margaret Rodriguez,506,301,1067,54,11,Donald Scott,1,21,309
Duke Data V4,2,Sandra Flores,10,Karen Miller,508,302,1068,256,59,Karen Miller,1,7,362
Duke Data V4,2,Sandra Flores,5,Karen Miller,221,302,1069,256,59,Karen Miller,1,7,362
Duke Data V4,2,Jessica Allen,3,Michael Robinson,631,303,1070,211,17,Mary Lee,1,33,363
Duke Data V4,2,Jessica Allen,5,Michael Robinson,324,303,1071,211,17,Mary Lee,1,33,363
Duke Data V4,2,Michelle Johnson,1,Mary Williams,632,164,1072,214,1,Michelle Johnson,1,17,286
Duke Data V4,2,Kimberly Flores,9,Margaret Rodriguez,218,165,1073,215,7,Kimberly Young,1,13,287
Duke Data V4,2,Kimberly Flores,11,Margaret Rodriguez,215,165,1074,215,7,Kimberly Young,1,13,287
Duke Data V4,2,Kimberly Flores,3,Margaret Rodriguez,608,165,1075,215,7,Kimberly Young,1,13,287
Duke Data V4,2,Barbara Jackson,5,Margaret Thompson,363,166,1076,216,15,Margaret Thompson,1,9,288
Duke Data V4,2,Barbara Jackson,2,Margaret Thompson,633,166,1077,216,15,Margaret Thompson,1,9,288
Duke Data V4,2,Kimberly Flores,11,Margaret Rodriguez,634,167,1078,215,7,Kimberly Young,1,13,289
Duke Data V4,2,"Matthew Jackson,Elizabeth Gonzalez",3,Margaret Rodriguez,148,168,1079,217,7,Donald Scott,1,21,290
Duke Data V4,2,"Matthew Jackson,Elizabeth Gonzalez",16,Margaret Rodriguez,635,168,1080,217,7,Donald Scott,1,21,290
Duke Data V4,2,"Matthew Jackson,Elizabeth Gonzalez",1,Margaret Rodriguez,636,168,1081,217,7,Donald Scott,1,21,290
Duke Data V4,2,Kimberly Flores,1,Margaret Thompson,509,169,1082,203,7,Daniel Davis,1,39,291
Duke Data V4,2,Betty Miller,8,Margaret Thompson,209,170,1083,218,15,Joseph Rodriguez,1,19,12
Duke Data V4,2,James Walker,2,Karen Flores,471,305,1084,52,20,Steven Rodriguez,1,16,59
Duke Data V4,2,Mark Walker,7,Karen Miller,574,306,1085,257,61,Mark Walker,1,17,365
Duke Data V4,2,Mark Walker,10,Karen Miller,508,307,1086,257,4,Mark Walker,1,17,365
Duke Data V4,2,Mark Walker,3,Karen Miller,637,307,1087,257,4,Mark Walker,1,17,365
Duke Data V4,2,Barbara Martinez,12,Margaret Thompson,78,308,1088,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,8,Margaret Thompson,638,308,1089,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,9,Margaret Thompson,75,308,1090,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,5,Margaret Thompson,505,308,1091,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,2,Margaret Thompson,534,308,1092,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,10,Margaret Thompson,367,308,1093,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Barbara Martinez,1,Margaret Thompson,85,308,1094,225,15,Daniel Davis,1,39,324
Duke Data V4,2,Linda Young,2,Emily Miller,58,309,1095,73,62,Matthew Smith,1,11,145
Duke Data V4,2,Linda King,2,Emily Miller,123,310,1096,47,7,Emily Miller,1,11,54
Duke Data V4,2,Michelle Jackson,8,Margaret Rodriguez,227,311,1097,46,1,Andrew Miller,1,13,48
Duke Data V4,2,Michelle Jackson,12,Margaret Rodriguez,78,311,1098,46,1,Andrew Miller,1,13,48
Duke Data V4,2,Michelle Jackson,2,Margaret Rodriguez,122,311,1099,46,1,Andrew Miller,1,13,48
Duke Data V4,2,Emily Jones,5,Margaret Thompson,639,312,1100,258,15,Emily Jones,1,9,366
Duke Data V4,2,Emily Jones,12,Margaret Thompson,78,312,1101,258,15,Emily Jones,1,9,366
Duke Data V4,2,Emily Jones,3,Margaret Thompson,640,312,1102,258,15,Emily Jones,1,9,366
Duke Data V4,2,Linda Torres,5,Karen Miller,292,313,1103,110,63,Karen Miller,1,7,77
Duke Data V4,2,Linda Torres,1,Karen Miller,641,313,1104,110,63,Karen Miller,1,7,77
Duke Data V4,2,Linda Torres,13,Karen Miller,580,313,1105,110,63,Karen Miller,1,7,77
Duke Data V4,2,Donald Scott,2,Margaret Rodriguez,142,314,1106,54,39,Donald Scott,1,21,309
Duke Data V4,2,Donald Scott,5,Margaret Rodriguez,506,314,1107,54,39,Donald Scott,1,21,309
Duke Data V4,2,Donald Scott,1,Margaret Rodriguez,642,314,1108,54,39,Donald Scott,1,21,309
Duke Data V4,2,Donald Scott,2,Margaret Rodriguez,510,314,1109,54,39,Donald Scott,1,21,309
Duke Data V4,2,Donna Ramirez,3,Margaret Rodriguez,608,315,1110,85,7,Kimberly Young,1,13,182
Duke Data V4,2,Donna Ramirez,11,Margaret Rodriguez,225,315,1111,85,7,Kimberly Young,1,13,182
Duke Data V4,2,Betty Miller,13,Margaret Thompson,484,316,1112,218,56,Joseph Rodriguez,1,23,367
Duke Data V4,2,Betty Miller,11,Margaret Thompson,643,316,1113,218,56,Joseph Rodriguez,1,23,367
Duke Data V4,2,Betty Miller,2,Margaret Thompson,644,316,1114,218,56,Joseph Rodriguez,1,23,367
Duke Data V4,2,Emily King,5,Karen Miller,292,317,1115,226,15,Mark Ramirez,1,5,368
Duke Data V4,2,Emily King,4,Karen Miller,327,317,1116,226,15,Mark Ramirez,1,5,368
Duke Data V4,2,Emily King,2,Karen Miller,397,317,1117,226,15,Mark Ramirez,1,5,368
Duke Data V4,2,Emily King,13,Karen Miller,580,317,1118,226,15,Mark Ramirez,1,5,368
Duke Data V4,2,Donald Scott,7,Margaret Rodriguez,297,318,1119,54,11,Donald Scott,1,21,309
Duke Data V4,2,Donald Scott,1,Margaret Rodriguez,156,318,1120,54,11,Donald Scott,1,21,309
Duke Data V4,2,Charles Thompson,2,Karen Miller,645,319,1121,227,7,Karen Miller,1,7,317
Duke Data V4,2,"Robert Miller,Jessica Thomas",7,Emily Miller,523,320,1122,204,34,Steven Rodriguez,1,16,315
Duke Data V4,2,"Robert Miller,Jessica Thomas",10,Emily Miller,213,320,1123,204,34,Steven Rodriguez,1,16,315
Duke Data V4,2,"Robert Miller,Jessica Thomas",2,Emily Miller,356,320,1124,204,34,Steven Rodriguez,1,16,315
Duke Data V4,1,Kimberly Flores,4,Christopher Ramirez,262,321,1125,259,4,Karen Young,1,4,369
Duke Data V4,1,Elizabeth Moore,2,John Davis,246,322,1126,103,7,John Davis,1,15,118
Duke Data V4,1,Elizabeth Moore,10,John Davis,407,322,1127,103,7,John Davis,1,15,118
Duke Data V4,1,Elizabeth Moore,11,John Davis,646,322,1128,103,7,John Davis,1,15,118
Duke Data V4,1,Michelle Garcia,4,Karen Clark,150,323,1129,260,12,Linda Taylor,1,46,370
Duke Data V4,1,Elizabeth Gonzalez,10,Karen Clark,23,324,1130,261,50,Matthew Wright,1,16,199
Duke Data V4,1,Elizabeth Gonzalez,2,Karen Clark,647,324,1131,261,50,Matthew Wright,1,16,199
Duke Data V4,1,Elizabeth Gonzalez,4,Karen Clark,648,324,1132,261,50,Matthew Wright,1,16,199
Duke Data V4,1,Elizabeth Gonzalez,5,Karen Clark,649,324,1133,261,50,Matthew Wright,1,16,199
Duke Data V4,1,Elizabeth Gonzalez,2,Karen Clark,647,325,1134,261,52,Matthew Wright,1,16,199
Duke Data V4,1,Elizabeth Gonzalez,1,Karen Clark,230,325,1135,261,52,Matthew Wright,1,16,199
Duke Data V4,1,William Perez,3,Lisa King,27,326,1136,262,13,John Harris,1,10,371
Duke Data V4,1,William Perez,11,Lisa King,650,326,1137,262,13,John Harris,1,10,371
Duke Data V4,1,William Perez,11,Lisa King,646,326,1138,262,13,John Harris,1,10,371
Duke Data V4,1,William Perez,2,Lisa King,651,326,1139,262,13,John Harris,1,10,371
Duke Data V4,1,William Perez,9,Lisa King,65,326,1140,262,13,John Harris,1,10,371
Duke Data V4,1,Kimberly Flores,10,Christopher Ramirez,23,327,1141,263,52,Karen Sanchez,1,4,6
Duke Data V4,1,Kimberly Flores,3,Christopher Ramirez,3,327,1142,263,52,Karen Sanchez,1,4,6
Duke Data V4,1,Kimberly Flores,5,Christopher Ramirez,652,327,1143,263,52,Karen Sanchez,1,4,6
Duke Data V4,1,Richard Wright,3,Christopher Ramirez,27,328,1144,264,7,Karen Young,1,4,372
Duke Data V4,1,Susan Wilson,11,Susan Wilson,653,329,1145,8,1,Susan Wilson,1,26,373
Duke Data V4,1,Susan Wilson,2,Susan Wilson,654,329,1146,8,1,Susan Wilson,1,26,373
Duke Data V4,1,Susan Wilson,18,Susan Wilson,299,329,1147,8,1,Susan Wilson,1,26,373
Duke Data V4,1,Susan Wilson,6,Susan Wilson,6,329,1148,8,1,Susan Wilson,1,26,373
Duke Data V4,1,Susan Wilson,1,Susan Wilson,302,329,1149,8,1,Susan Wilson,1,26,373
Duke Data V4,1,Thomas Moore,11,Mark Perez,655,330,1150,265,25,Matthew Wright,1,1,374
Duke Data V4,1,William Hernandez,2,Mark Perez,64,331,1151,7,1,Matthew Wright,1,1,375
Duke Data V4,1,Susan Wilson,3,Susan Wilson,3,332,1152,8,7,Susan Wilson,1,19,179
Duke Data V4,1,Susan Wilson,1,Susan Wilson,302,332,1153,8,7,Susan Wilson,1,19,179
Duke Data V4,1,Michelle Thomas,11,Karen Clark,305,333,1154,266,21,Linda Taylor,1,16,130
Duke Data V4,1,Michelle Thomas,2,Karen Clark,598,333,1155,266,21,Linda Taylor,1,16,130
Duke Data V4,1,Kimberly Flores,11,Christopher Ramirez,24,110,1156,143,26,Elizabeth Garcia,1,35,170
Duke Data V4,1,Kimberly Flores,4,Karen Clark,656,111,1157,144,33,Karen Clark,1,11,171
Duke Data V4,1,Kimberly Flores,5,Karen Clark,294,111,1158,144,33,Karen Clark,1,11,171
Duke Data V4,1,Betty Jackson,8,Mark Perez,657,112,1159,145,5,Anthony Wilson,1,9,172
Duke Data V4,1,Nancy Sanchez,11,John Davis,658,113,1160,146,7,John Davis,1,32,173
Duke Data V4,1,Nancy Sanchez,4,John Davis,69,114,1161,146,13,John Davis,1,32,174
Duke Data V4,1,Donald King,11,Lisa Wright,305,115,1162,147,7,David Johnson,1,21,143
Duke Data V4,1,Steven Williams,10,Lisa King,35,116,1163,9,7,Mary Lewis,1,7,9
Duke Data V4,1,Steven Williams,2,Lisa King,25,116,1164,9,7,Mary Lewis,1,7,9
Duke Data V4,2,Mark Scott,3,Paul Scott,659,334,1165,114,7,Mark Scott,1,20,376
Duke Data V4,2,Mark Scott,11,Paul Scott,513,334,1166,114,7,Mark Scott,1,20,376
Duke Data V4,2,Mark Scott,2,Paul Scott,660,334,1167,114,7,Mark Scott,1,20,376
Duke Data V4,2,Mark Scott,11,Paul Scott,352,335,1168,114,21,Mark Scott,1,4,377
Duke Data V4,2,Mark Scott,7,Paul Scott,532,335,1169,114,21,Mark Scott,1,4,377
Duke Data V4,2,Mark Scott,2,Paul Scott,661,335,1170,114,21,Mark Scott,1,4,377
Duke Data V4,2,Mark Scott,11,Paul Scott,513,335,1171,114,21,Mark Scott,1,4,377
Duke Data V4,2,Mark Scott,2,Paul Scott,243,335,1172,114,21,Mark Scott,1,4,377
Duke Data V4,2,Mark Harris,2,Paul Scott,14,336,1173,115,7,Patricia Scott,1,13,378
Duke Data V4,2,Mark Harris,2,Paul Scott,100,336,1174,115,7,Patricia Scott,1,13,378
Duke Data V4,2,Mark Scott,2,Paul Scott,662,337,1175,114,36,Mark Scott,1,3,311
Duke Data V4,2,Mark Scott,3,Paul Scott,500,337,1176,114,36,Mark Scott,1,3,311
Duke Data V4,2,Mark Scott,11,Paul Scott,663,337,1177,114,36,Mark Scott,1,3,311
Duke Data V4,2,Mark Scott,2,Paul Scott,664,337,1178,114,36,Mark Scott,1,3,311
Duke Data V4,2,Mark Scott,16,Paul Scott,81,337,1179,114,36,Mark Scott,1,3,311
Duke Data V4,2,Mark Scott,2,Paul Scott,522,338,1180,114,8,Mark Scott,1,9,318
Duke Data V4,2,Mark Scott,3,Paul Scott,90,338,1181,114,8,Mark Scott,1,9,318
Duke Data V4,2,Mark Scott,16,Paul Scott,81,338,1182,114,8,Mark Scott,1,9,318
Duke Data V4,2,Mark Scott,4,Paul Scott,136,338,1183,114,8,Mark Scott,1,9,318
Duke Data V4,2,Mark Scott,20,Paul Scott,515,338,1184,114,8,Mark Scott,1,9,318
Duke Data V4,2,Mark Scott,8,Paul Scott,665,339,1185,114,1,Mark Scott,1,17,310
Duke Data V4,2,Mark Scott,15,Paul Scott,32,339,1186,114,1,Mark Scott,1,17,310
Duke Data V4,2,Mark Scott,20,Paul Scott,666,339,1187,114,1,Mark Scott,1,17,310
Duke Data V4,2,Mark Scott,2,Paul Scott,257,339,1188,114,1,Mark Scott,1,17,310
Duke Data V4,2,John Wright,3,Paul Scott,667,340,1189,116,13,Patricia Scott,1,4,379
